"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|DE-LU","Sequence 2","90.1","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|DE-LU","Sequence 1","121.53","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|DE-LU","Sequence 2","133.9","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|DE-LU","Sequence 1","121.53","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|DE-LU","Sequence 2","130.0","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|DE-LU","Sequence 1","127.23","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|DE-LU","Sequence 2","130.7","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|DE-LU","Sequence 1","127.23","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|DE-LU","Sequence 2","129.1","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|DE-LU","Sequence 1","127.23","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|DE-LU","Sequence 2","128.0","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|DE-LU","Sequence 1","127.23","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|DE-LU","Sequence 2","116.6","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|DE-LU","Sequence 1","126.35","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|DE-LU","Sequence 2","133.4","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|DE-LU","Sequence 1","126.35","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|DE-LU","Sequence 2","124.7","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|DE-LU","Sequence 1","126.35","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|DE-LU","Sequence 2","122.0","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|DE-LU","Sequence 1","126.35","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|DE-LU","Sequence 2","105.51","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|DE-LU","Sequence 1","119.97","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|DE-LU","Sequence 2","132.2","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|DE-LU","Sequence 1","119.97","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|DE-LU","Sequence 2","120.3","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|DE-LU","Sequence 1","119.97","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|DE-LU","Sequence 2","121.0","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|DE-LU","Sequence 1","119.97","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|DE-LU","Sequence 2","117.6","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|DE-LU","Sequence 1","115.95","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|DE-LU","Sequence 2","122.1","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|DE-LU","Sequence 1","115.95","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|DE-LU","Sequence 2","117.3","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|DE-LU","Sequence 1","115.95","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|DE-LU","Sequence 2","117.6","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|DE-LU","Sequence 1","115.95","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|DE-LU","Sequence 2","116.6","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|DE-LU","Sequence 1","113.9","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|DE-LU","Sequence 2","120.4","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|DE-LU","Sequence 1","113.9","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|DE-LU","Sequence 2","117.6","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|DE-LU","Sequence 1","113.9","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|DE-LU","Sequence 2","117.0","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|DE-LU","Sequence 1","113.9","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|DE-LU","Sequence 2","120.19","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|DE-LU","Sequence 1","122.21","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|DE-LU","Sequence 2","111.7","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|DE-LU","Sequence 1","122.21","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|DE-LU","Sequence 2","116.4","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|DE-LU","Sequence 1","122.21","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|DE-LU","Sequence 2","123.6","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|DE-LU","Sequence 1","122.21","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|DE-LU","Sequence 2","129.4","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|DE-LU","Sequence 1","130.11","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|DE-LU","Sequence 2","117.9","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|DE-LU","Sequence 1","130.11","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|DE-LU","Sequence 2","122.6","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|DE-LU","Sequence 1","130.11","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|DE-LU","Sequence 2","133.99","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|DE-LU","Sequence 1","130.11","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|DE-LU","Sequence 2","144.3","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|DE-LU","Sequence 1","138.59","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|DE-LU","Sequence 2","126.7","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|DE-LU","Sequence 1","138.59","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|DE-LU","Sequence 2","125.5","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|DE-LU","Sequence 1","138.59","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|DE-LU","Sequence 2","134.6","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|DE-LU","Sequence 1","138.59","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|DE-LU","Sequence 2","148.8","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|DE-LU","Sequence 1","152.87","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|DE-LU","Sequence 2","134.5","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|DE-LU","Sequence 1","152.87","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|DE-LU","Sequence 2","141.0","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|DE-LU","Sequence 1","152.87","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|DE-LU","Sequence 2","161.34","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|DE-LU","Sequence 1","152.87","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|DE-LU","Sequence 2","167.0","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|DE-LU","Sequence 1","152.94","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|DE-LU","Sequence 2","169.9","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|DE-LU","Sequence 1","152.94","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|DE-LU","Sequence 2","147.89","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|DE-LU","Sequence 1","152.94","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|DE-LU","Sequence 2","148.6","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|DE-LU","Sequence 1","152.94","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|DE-LU","Sequence 2","135.7","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|DE-LU","Sequence 1","139.15","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|DE-LU","Sequence 2","166.18","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|DE-LU","Sequence 1","139.15","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|DE-LU","Sequence 2","153.8","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|DE-LU","Sequence 1","139.15","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|DE-LU","Sequence 2","125.0","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|DE-LU","Sequence 1","139.15","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|DE-LU","Sequence 2","117.48","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|DE-LU","Sequence 1","130.0","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|DE-LU","Sequence 2","158.37","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|DE-LU","Sequence 1","130.0","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|DE-LU","Sequence 2","139.2","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|DE-LU","Sequence 1","130.0","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|DE-LU","Sequence 2","114.95","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|DE-LU","Sequence 1","130.0","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|DE-LU","Sequence 2","107.42","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|DE-LU","Sequence 1","119.78","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|DE-LU","Sequence 2","121.18","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|DE-LU","Sequence 1","119.78","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|DE-LU","Sequence 2","119.92","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|DE-LU","Sequence 1","119.78","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|DE-LU","Sequence 2","112.43","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|DE-LU","Sequence 1","119.78","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|DE-LU","Sequence 2","102.47","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|DE-LU","Sequence 1","113.42","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|DE-LU","Sequence 2","127.47","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|DE-LU","Sequence 1","113.42","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|DE-LU","Sequence 2","119.95","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|DE-LU","Sequence 1","113.42","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|DE-LU","Sequence 2","109.93","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|DE-LU","Sequence 1","113.42","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|DE-LU","Sequence 2","86.65","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|DE-LU","Sequence 1","82.47","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|DE-LU","Sequence 2","122.47","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|DE-LU","Sequence 1","82.47","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|DE-LU","Sequence 2","114.92","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|DE-LU","Sequence 1","82.47","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|DE-LU","Sequence 2","85.0","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|DE-LU","Sequence 1","82.47","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|DE-LU","Sequence 2","81.61","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|DE-LU","Sequence 1","99.56","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|DE-LU","Sequence 2","106.5","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|DE-LU","Sequence 1","99.56","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|DE-LU","Sequence 2","96.7","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|DE-LU","Sequence 1","99.56","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|DE-LU","Sequence 2","89.1","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|DE-LU","Sequence 1","99.56","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|DE-LU","Sequence 2","62.8","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|DE-LU","Sequence 1","87.53","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|DE-LU","Sequence 2","86.08","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|DE-LU","Sequence 1","87.53","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|DE-LU","Sequence 2","87.8","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|DE-LU","Sequence 1","87.53","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|DE-LU","Sequence 2","83.1","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|DE-LU","Sequence 1","87.53","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|DE-LU","Sequence 2","77.6","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|DE-LU","Sequence 1","85.01","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|DE-LU","Sequence 2","75.73","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|DE-LU","Sequence 1","85.01","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|DE-LU","Sequence 2","82.0","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|DE-LU","Sequence 1","85.01","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|DE-LU","Sequence 2","68.43","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|DE-LU","Sequence 1","85.01","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|DE-LU","Sequence 2","78.0","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|DE-LU","Sequence 1","83.79","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|DE-LU","Sequence 2","77.99","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|DE-LU","Sequence 1","83.79","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|DE-LU","Sequence 2","65.06","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|DE-LU","Sequence 1","83.79","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|DE-LU","Sequence 2","62.56","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|DE-LU","Sequence 1","83.79","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|DE-LU","Sequence 2","76.6","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|DE-LU","Sequence 1","77.5","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|DE-LU","Sequence 2","60.46","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|DE-LU","Sequence 1","77.5","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|DE-LU","Sequence 2","60.09","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|DE-LU","Sequence 1","77.5","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|DE-LU","Sequence 2","78.2","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|DE-LU","Sequence 1","77.5","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|DE-LU","Sequence 2","80.6","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|DE-LU","Sequence 1","79.88","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|DE-LU","Sequence 2","73.0","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|DE-LU","Sequence 1","79.88","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|DE-LU","Sequence 2","73.6","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|DE-LU","Sequence 1","79.88","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|DE-LU","Sequence 2","77.57","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|DE-LU","Sequence 1","79.88","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|DE-LU","Sequence 2","72.57","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|DE-LU","Sequence 1","83.56","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|DE-LU","Sequence 2","37.3","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|DE-LU","Sequence 1","83.56","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|DE-LU","Sequence 2","87.1","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|DE-LU","Sequence 1","83.56","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|DE-LU","Sequence 2","94.7","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|DE-LU","Sequence 1","83.56","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|DE-LU","Sequence 2","105.3","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|DE-LU","Sequence 1","78.43","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|DE-LU","Sequence 2","55.06","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|DE-LU","Sequence 1","78.43","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|DE-LU","Sequence 2","90.07","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|DE-LU","Sequence 1","78.43","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|DE-LU","Sequence 2","112.56","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|DE-LU","Sequence 1","78.43","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|DE-LU","Sequence 2","129.0","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|DE-LU","Sequence 1","82.57","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|DE-LU","Sequence 2","94.77","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|DE-LU","Sequence 1","82.57","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|DE-LU","Sequence 2","110.01","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|DE-LU","Sequence 1","82.57","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|DE-LU","Sequence 2","115.01","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|DE-LU","Sequence 1","82.57","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|DE-LU","Sequence 2","110.03","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|DE-LU","Sequence 1","80.76","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|DE-LU","Sequence 2","115.03","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|DE-LU","Sequence 1","80.76","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|DE-LU","Sequence 2","110.03","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|DE-LU","Sequence 1","80.76","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|DE-LU","Sequence 2","105.02","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|DE-LU","Sequence 1","80.76","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|DE-LU","Sequence 2","95.33","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|DE-LU","Sequence 1","77.64","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|DE-LU","Sequence 2","112.39","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|DE-LU","Sequence 1","77.64","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|DE-LU","Sequence 2","92.59","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|DE-LU","Sequence 1","77.64","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|DE-LU","Sequence 2","85.07","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|DE-LU","Sequence 1","77.64","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|DE-LU","Sequence 2","77.54","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|DE-LU","Sequence 1","70.48","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|DE-LU","Sequence 2","89.08","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|DE-LU","Sequence 1","70.48","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|DE-LU","Sequence 2","85.02","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|DE-LU","Sequence 1","70.48","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|DE-LU","Sequence 2","80.04","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|DE-LU","Sequence 1","70.48","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|DE-LU","Sequence 2","75.05","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|DE-LU","Sequence 1","69.94","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|DE-LU","Sequence 2","83.55","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|DE-LU","Sequence 1","69.94","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|DE-LU","Sequence 2","77.59","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|DE-LU","Sequence 1","69.94","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|DE-LU","Sequence 2","96.6","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|DE-LU","Sequence 1","69.94","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|DE-LU","Sequence 2","70.03","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|DE-LU","Sequence 1","77.8","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|DE-LU","Sequence 2","70.05","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|DE-LU","Sequence 1","77.8","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|DE-LU","Sequence 2","83.36","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|DE-LU","Sequence 1","77.8","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|DE-LU","Sequence 2","102.6","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|DE-LU","Sequence 1","77.8","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|DE-LU","Sequence 2","70.03","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|DE-LU","Sequence 1","78.81","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|DE-LU","Sequence 2","67.54","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|DE-LU","Sequence 1","78.81","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|DE-LU","Sequence 2","97.8","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|DE-LU","Sequence 1","78.81","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|DE-LU","Sequence 2","103.1","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|DE-LU","Sequence 1","78.81","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|DE-LU","Sequence 2","92.85","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|DE-LU","Sequence 1","85.29","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|DE-LU","Sequence 2","91.7","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|DE-LU","Sequence 1","85.29","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|DE-LU","Sequence 2","109.1","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|DE-LU","Sequence 1","85.29","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|DE-LU","Sequence 2","112.8","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|DE-LU","Sequence 1","85.29","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|DE-LU","Sequence 2","122.4","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|DE-LU","Sequence 1","105.51","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|DE-LU","Sequence 2","101.5","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|DE-LU","Sequence 1","105.51","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|DE-LU","Sequence 2","113.3","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|DE-LU","Sequence 1","105.51","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|DE-LU","Sequence 2","125.4","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|DE-LU","Sequence 1","105.51","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|DE-LU","Sequence 2","148.0","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|DE-LU","Sequence 1","116.66","",""
